run,label,epochs,best_epoch,best_val_pred_loss,best_val_latent_cosine,best_beats_identity,best_collapse_mean_cos,best_identity_cos_loss,best_jepa_cos_loss,best_t1,best_t2,best_t3,ep0_val_pred_loss,ep0_latent_cosine,ep0_collapse_mean_cos,ep0_identity_cos_loss,final_val_pred_loss,final_latent_cosine,final_collapse_mean_cos
unfz_1120,unfz (encoder trainable),0-27,17,0.0650037378072738,0.9349963068962096,0.930943727493286,0.8562670350074768,0.0830197632312774,0.0775878503918647,0.0775878727436065,0.048304297029972,0.0691190510988235,0.3291043937206268,0.6708956956863403,0.5910826325416565,0.604647159576416,0.0743544101715087,0.9256457090377808,0.8495709300041199
fz_1128,fz (encoder frozen),0-29,28,0.0070080058649182,0.9929919242858888,1.0,0.986445128917694,0.0141541706398129,0.0084889745339751,0.0084889736026525,0.0057858722284436,0.0067491689696908,0.0086121149361133,0.9913878440856934,0.986445128917694,0.0141541706398129,0.0072943675331771,0.992705762386322,0.986445128917694
