run_id,freeze,Q,L,contr,vicreg,n_epochs,peak_gap,peak_ep,warm_gap,warm_ep,final_gap,min_after_peak,final_gene_loss,verdict,done
fzT_thenU5_vic1_contr0.3_q128_predL2,true,128,3,0.3,1.0/0.04,10,0.0670148953795433,9,0.0670148953795433,9,0.0670148953795433,0.0670148953795433,0.1319066286087036,STABLE,True
fzT_thenU5_vic0_contr0_q128_predL6,true,128,3,0,0/0,10,0.06441793590784073,8,0.06441793590784073,8,0.06396091729402542,0.06396091729402542,0.08382155746221542,STABLE,True
fzT_thenU5_vic1_contr0.3_q256_predL2,true,256,3,0.3,1.0/0.04,10,0.09974391013383865,5,0.09974391013383865,5,0.06265118718147278,0.054308343678712845,0.12216454744338989,STABLE,True
fzT_thenU5_vic0_contr0_q64_predL3,true,64,3,0,0/0,10,0.09868582338094711,5,0.09868582338094711,5,0.06094929948449135,0.06094929948449135,0.07279448956251144,STABLE,True
fzT_thenU5_vic0_contr0_q256_predL5,true,256,3,0,0/0,10,0.09126053750514984,8,0.09126053750514984,8,0.060579173266887665,0.060579173266887665,0.048925481736660004,STABLE,True
fzT_thenU5_vic0_contr0.3_q256_predL2,true,256,3,0.3,0/0,10,0.06016066297888756,9,0.06016066297888756,9,0.06016066297888756,0.06016066297888756,0.11332517862319946,STABLE,True
fzT_thenU5_vic0_contr0_q64_predL4,true,64,3,0,0/0,10,0.2456045150756836,5,0.2456045150756836,5,0.0598522387444973,0.0598522387444973,0.06638489663600922,PASS_WEAK,True
fzT_thenU5_vic0_contr0_q128_predL4,true,128,3,0,0/0,10,0.1814795583486557,5,0.1814795583486557,5,0.05729525163769722,0.05729525163769722,0.0682462602853775,PASS_WEAK,True
fzT_thenU5_vic1_contr0_q256_predL6,true,256,3,0,1.0/0.04,10,0.056678321212530136,9,0.056678321212530136,9,0.056678321212530136,0.056678321212530136,0.05962569639086723,STABLE,True
fzT_thenU5_vic1_contr0_q256_predL3,true,256,3,0,1.0/0.04,10,0.0714840441942215,4,0.06339479982852936,5,0.05636223778128624,0.05614659935235977,0.057664841413497925,STABLE,True
fzT_thenU5_vic0_contr0_q256_predL6,true,256,3,0,0/0,10,0.05259382724761963,9,0.05259382724761963,9,0.05259382724761963,0.05259382724761963,0.059736717492341995,STABLE,True
fzT_thenU5_vic1_contr0_q64_predL4,true,64,3,0,1.0/0.04,10,0.15877781808376312,5,0.15877781808376312,5,0.0517999567091465,0.0517999567091465,0.06580778956413269,PASS_WEAK,True
fzT_thenU5_vic1_contr0_q128_predL4,true,128,3,0,1.0/0.04,10,0.09430291503667831,6,0.09430291503667831,6,0.051307082176208496,0.051307082176208496,0.06491951644420624,STABLE,True
fzT_thenU5_vic1_contr0_q256_predL5,true,256,3,0,1.0/0.04,10,0.09650566428899765,7,0.09650566428899765,7,0.04825814440846443,0.04825814440846443,0.04627057537436485,FAIL,True
fzT_thenU5_vic1_contr0_q128_predL1,true,128,3,0,1.0/0.04,10,0.07787962257862091,4,0.05614401027560234,5,0.0475316159427166,0.04189791530370712,0.052507221698760986,FAIL,True
fzT_thenU5_vic0_contr0_q256_predL3,true,256,3,0,0/0,10,0.06887699663639069,4,0.059241265058517456,5,0.043183762580156326,0.043183762580156326,0.0526222325861454,FAIL,True
fzT_thenU5_vic0_contr0.3_q64_predL3,true,64,3,0.3,0/0,10,0.04046681523323059,4,0.03936954587697983,8,0.03791314736008644,0.034228213131427765,0.11862719058990479,FAIL,True
fzT_thenU5_vic1_contr0.3_q64_predL3,true,64,3,0.3,1.0/0.04,10,0.04024484008550644,4,0.037660010159015656,9,0.037660010159015656,0.03468552976846695,0.11858969181776047,FAIL,True
fzT_thenU5_vic0_contr0_q64_predL1,true,64,3,0,0/0,10,0.07713291794061661,4,0.058642107993364334,5,0.0358220674097538,0.033745329827070236,0.04595521092414856,FAIL,True
fzT_thenU5_vic1_contr0_q256_predL4,true,256,3,0,1.0/0.04,10,0.10807660967111588,5,0.10807660967111588,5,0.035438038408756256,0.035438038408756256,0.047017041593790054,FAIL,True
fzT_thenU5_vic0_contr0.3_q64_predL5,true,64,3,0.3,0/0,10,0.04056413844227791,4,0.03547675162553787,5,0.03322530537843704,0.030593005940318108,0.10801015794277191,FAIL,True
fzT_thenU5_vic1_contr0.3_q64_predL6,true,64,3,0.3,1.0/0.04,10,0.09451024234294891,5,0.09451024234294891,5,0.03163604438304901,0.03163604438304901,0.09874008595943451,FAIL,True
fzT_thenU5_vic0_contr0.3_q64_predL4,true,64,3,0.3,0/0,10,0.0405888594686985,1,0.034857384860515594,5,0.031121876090765,0.030885232612490654,0.11351176351308823,FAIL,True
fzT_thenU5_vic0_contr0_q256_predL4,true,256,3,0,0/0,10,0.15728497505187988,5,0.15728497505187988,5,0.030175860971212387,0.030175860971212387,0.041788943111896515,FAIL,True
fzT_thenU5_vic0_contr0.3_q128_predL3,true,128,3,0.3,0/0,10,0.041471611708402634,4,0.03512733429670334,5,0.029118964448571205,0.029118964448571205,0.11112453788518906,FAIL,True
fzT_thenU5_vic1_contr0.3_q128_predL4,true,128,3,0.3,1.0/0.04,10,0.042206455022096634,4,0.04133410006761551,5,0.028431236743927002,0.026250673457980156,0.1098511591553688,FAIL,True
fzT_thenU5_vic1_contr0.3_q64_predL4,true,64,3,0.3,1.0/0.04,10,0.03925744444131851,4,0.03697926923632622,5,0.028274301439523697,0.028274301439523697,0.11355467885732651,FAIL,True
fzT_thenU5_vic0_contr0.3_q128_predL6,true,128,3,0.3,0/0,10,0.04543864354491234,3,0.04027349129319191,5,0.026800410822033882,0.026800410822033882,0.10377409309148788,FAIL,True
fzT_thenU5_vic0_contr0.3_q64_predL6,true,64,3,0.3,0/0,10,0.05785105377435684,5,0.05785105377435684,5,0.026697268709540367,0.026697268709540367,0.09413882344961166,FAIL,True
fzT_thenU5_vic1_contr0.3_q64_predL5,true,64,3,0.3,1.0/0.04,10,0.04293975234031677,2,0.03621964901685715,5,0.026555953547358513,0.026555953547358513,0.1105540320277214,FAIL,True
fzT_thenU5_vic0_contr0.3_q256_predL4,true,256,3,0.3,0/0,10,0.03952040523290634,4,0.03478606790304184,5,0.025981400161981583,0.02570059709250927,0.10088080167770386,FAIL,True
fzT_thenU5_vic0_contr0.3_q256_predL3,true,256,3,0.3,0/0,10,0.05897334963083267,5,0.05897334963083267,5,0.024236459285020828,0.024236459285020828,0.10183318704366684,FAIL,True
fzT_thenU5_vic1_contr0.3_q128_predL3,true,128,3,0.3,1.0/0.04,10,0.042084433138370514,4,0.03787743300199509,5,0.024019215255975723,0.024019215255975723,0.11508538573980331,FAIL,True
fzT_thenU5_vic1_contr0.3_q256_predL3,true,256,3,0.3,1.0/0.04,10,0.08676493167877197,5,0.08676493167877197,5,0.02359089069068432,0.02359089069068432,0.09958444535732269,FAIL,True
fzT_thenU5_vic0_contr0.3_q128_predL5,true,128,3,0.3,0/0,10,0.0434512197971344,4,0.03828052058815956,5,0.022298920899629593,0.022298920899629593,0.10841815173625946,FAIL,True
fzT_thenU5_vic0_contr0.3_q256_predL5,true,256,3,0.3,0/0,10,0.04648599028587341,4,0.02950790710747242,6,0.02224297821521759,0.02224297821521759,0.09874708950519562,FAIL,True
fzT_thenU5_vic1_contr0.3_q256_predL4,true,256,3,0.3,1.0/0.04,10,0.039515215903520584,4,0.03423377498984337,5,0.021197956055402756,0.021197956055402756,0.10098292678594589,FAIL,True
fzT_thenU5_vic1_contr0.3_q256_predL5,true,256,3,0.3,1.0/0.04,10,0.03770112991333008,4,0.032874610275030136,5,0.021041495725512505,0.021041495725512505,0.10020945221185684,FAIL,True
fzT_thenU5_vic0_contr0.3_q128_predL4,true,128,3,0.3,0/0,10,0.04325707629323006,4,0.0399261973798275,5,0.021034639328718185,0.021034639328718185,0.10590753704309464,FAIL,True
fzT_thenU5_vic0_contr0.3_q256_predL6,true,256,3,0.3,0/0,10,0.0467711016535759,5,0.0467711016535759,5,0.020894797518849373,0.020894797518849373,0.09495900571346283,FAIL,True
fzT_thenU5_vic1_contr0.3_q128_predL5,true,128,3,0.3,1.0/0.04,10,0.25791528820991516,6,0.25791528820991516,6,0.017623435705900192,0.017623435705900192,0.07596855610609055,FAIL,True
