run_id,freeze,Q,L,contr,vicreg,n_epochs,peak_gap,peak_ep,warm_gap,warm_ep,final_gap,min_after_peak,final_gene_loss,verdict,done
fzT_thenU5_vic0_contr0_q256_predL6,true,256,6,0,0/0,10,0.1200927197933197,4,0.03736834228038788,5,0.02938060276210308,0.020862586796283722,0.00761025957763195,FAIL,True
fzT_thenU5_vic1_contr0_q256_predL6,true,256,6,0,1.0/0.04,10,0.12081195414066315,4,0.040750518441200256,5,0.029357975348830223,0.024087360128760338,0.00804139208048582,FAIL,True
fzT_thenU5_vic1_contr0_q256_predL5,true,256,5,0,1.0/0.04,10,0.11648430675268173,4,0.04120907187461853,5,0.028755970299243927,0.023051053285598755,0.00829263124614954,FAIL,True
fzT_thenU5_vic1_contr0_q64_predL3,true,64,3,0,1.0/0.04,10,0.10064169019460678,4,0.061060935258865356,5,0.02743268758058548,0.02743268758058548,0.00894220918416977,FAIL,True
fzT_thenU5_vic1_contr0_q64_predL4,true,64,4,0,1.0/0.04,10,0.10115020722150803,4,0.04434686154127121,5,0.026158537715673447,0.02057185210287571,0.009491491131484509,FAIL,True
fzT_thenU5_vic1_contr0_q128_predL5,true,128,5,0,1.0/0.04,10,0.10929396003484726,4,0.03960505127906799,5,0.026115071028470993,0.01835138164460659,0.011231341399252415,FAIL,True
fzT_thenU5_vic0_contr0.3_q256_predL1,true,256,1,0.3,0/0,10,0.05503198131918907,1,0.035923101007938385,5,0.025467749685049057,0.01804802194237709,0.0465242937207222,FAIL,True
fzT_thenU5_vic0_contr0.3_q256_predL6,true,256,6,0.3,0/0,10,0.07374010980129242,4,0.03837022930383682,5,0.025275852531194687,0.022014673799276352,0.07658149302005768,FAIL,True
fzT_thenU5_vic0_contr0_q64_predL4,true,64,4,0,0/0,10,0.1011497974395752,4,0.04972972348332405,5,0.02413666993379593,0.021379511803388596,0.00961717776954174,FAIL,True
fzT_thenU5_vic0_contr0.3_q256_predL5,true,256,5,0.3,0/0,10,0.07791408151388168,4,0.03814050182700157,5,0.023758281022310257,0.019699033349752426,0.0755438432097435,FAIL,True
fzT_thenU5_vic1_contr0_q64_predL5,true,64,5,0,1.0/0.04,10,0.10147855430841446,4,0.04167778789997101,5,0.022912485525012016,0.014757568947970867,0.005554042290896177,FAIL,True
fzT_thenU5_vic0_contr0_q128_predL5,true,128,5,0,0/0,10,0.10932374745607376,4,0.040332771837711334,5,0.022902999073266983,0.01750263199210167,0.010613368824124336,FAIL,True
fzT_thenU5_vic1_contr0.3_q256_predL2,true,256,2,0.3,1.0/0.04,10,0.05391521379351616,4,0.02290857955813408,5,0.021752627566456795,0.014574690721929073,0.066119484603405,FAIL,True
fzT_thenU5_vic1_contr0.3_q128_predL2,true,128,2,0.3,1.0/0.04,10,0.054554533213377,3,0.02772727981209755,5,0.02031399868428707,0.010439794510602951,0.05543245002627373,FAIL,True
fzT_thenU5_vic0_contr0.3_q256_predL4,true,256,4,0.3,0/0,10,0.07180088013410568,4,0.03938905894756317,5,0.020271779969334602,0.018179021775722504,0.07824777066707611,FAIL,True
fzT_thenU5_vic0_contr0.3_q128_predL2,true,128,2,0.3,0/0,10,0.05653868243098259,0,0.03704771772027016,5,0.018824927508831024,0.015505785122513771,0.052824877202510834,FAIL,True
fzT_thenU5_vic0_contr0.3_q256_predL2,true,256,2,0.3,0/0,10,0.05565977841615677,4,0.024401353672146797,5,0.01778523065149784,0.014080655761063099,0.05080457404255867,FAIL,True
fzT_thenU5_vic1_contr0.3_q256_predL1,true,256,1,0.3,1.0/0.04,10,0.05335601046681404,1,0.037492938339710236,8,0.017585134133696556,0.0162652637809515,0.047714948654174805,FAIL,True
fzT_thenU5_vic0_contr0.3_q64_predL4,true,64,4,0.3,0/0,10,0.052646704018116,2,0.017221661284565926,9,0.017221661284565926,0.0005532853538170457,0.02140817791223526,FAIL,True
fzT_thenU5_vic0_contr0_q64_predL5,true,64,5,0,0/0,10,0.10158108174800873,4,0.043677084147930145,5,0.016590293496847153,0.015286119654774666,0.004840613342821598,FAIL,True
fzT_thenU5_vic0_contr0.3_q128_predL3,true,128,3,0.3,0/0,10,0.05660237371921539,3,0.02942293882369995,5,0.015790268778800964,0.009766596369445324,0.041766680777072906,FAIL,True
fzT_thenU5_vic1_contr0.3_q256_predL4,true,256,4,0.3,1.0/0.04,10,0.07203254103660583,4,0.03586738929152489,5,0.015680469572544098,0.008974101394414902,0.07711372524499893,FAIL,True
fzT_thenU5_vic0_contr0_q128_predL6,true,128,6,0,0/0,10,0.11044953763484955,4,0.031054876744747162,5,0.015548101626336575,0.013006377965211868,0.006578657776117325,FAIL,True
fzT_thenU5_vic0_contr0.3_q64_predL2,true,64,2,0.3,0/0,10,0.0539967305958271,1,0.04520329087972641,6,0.015322033315896988,0.015322033315896988,0.03216604143381119,FAIL,True
fzT_thenU5_vic1_contr0_q64_predL6,true,64,6,0,1.0/0.04,10,0.10183314979076385,4,0.035510722547769547,5,0.015310527756810188,0.010497093200683594,0.004730514716356993,FAIL,True
fzT_thenU5_vic1_contr0.3_q256_predL3,true,256,3,0.3,1.0/0.04,10,0.06146151199936867,4,0.04544692859053612,5,0.015120931901037693,0.014118608087301254,0.09049556404352188,FAIL,True
fzT_thenU5_vic1_contr0.3_q64_predL2,true,64,2,0.3,1.0/0.04,10,0.0870211124420166,6,0.0870211124420166,6,0.014664694666862488,0.006464437581598759,0.03074665181338787,FAIL,True
fzT_thenU5_vic0_contr0.3_q256_predL3,true,256,3,0.3,0/0,10,0.06584207713603973,4,0.04585735872387886,5,0.014520839788019657,0.012594661675393581,0.09037934243679047,FAIL,True
fzT_thenU5_vic1_contr0_q128_predL6,true,128,6,0,1.0/0.04,10,0.10998474061489105,4,0.031589437276124954,5,0.013868383131921291,0.0102178193628788,0.005503506865352392,FAIL,True
fzT_thenU5_vic1_contr0.3_q256_predL5,true,256,5,0.3,1.0/0.04,10,0.07444611936807632,4,0.03467263653874397,5,0.013540402054786682,0.011416707187891006,0.0742780789732933,FAIL,True
fzT_thenU5_vic0_contr0_q64_predL6,true,64,6,0,0/0,10,0.10173404961824417,4,0.03774531930685043,5,0.012859787791967392,0.011267895810306072,0.0038250212091952562,FAIL,True
fzT_thenU5_vic1_contr0.3_q64_predL3,true,64,3,0.3,1.0/0.04,10,0.05162530764937401,1,0.04654886946082115,6,0.012294450774788857,0.008596746250987053,0.029765719547867775,FAIL,True
fzT_thenU5_vic0_contr0.3_q128_predL4,true,128,4,0.3,0/0,10,0.05741429328918457,0,0.01800139620900154,5,0.011776051484048367,0.0025785553734749556,0.034582994878292084,FAIL,True
fzT_thenU5_vic1_contr0.3_q128_predL3,true,128,3,0.3,1.0/0.04,10,0.05510791018605232,3,0.028205109760165215,5,0.010463644750416279,0.007401732262223959,0.04624573886394501,FAIL,True
fzT_thenU5_vic1_contr0.3_q128_predL4,true,128,4,0.3,1.0/0.04,10,0.05540669336915016,3,0.02092588134109974,5,0.01016313023865223,0.0013986468547955155,0.03718939051032066,FAIL,True
fzT_thenU5_vic0_contr0.3_q128_predL5,true,128,5,0.3,0/0,10,0.05701425299048424,2,0.013964170590043068,5,0.007249246351420879,0.004009931813925505,0.027202650904655457,FAIL,True
fzT_thenU5_vic1_contr0.3_q128_predL6,true,128,6,0.3,1.0/0.04,10,0.05791092291474342,4,0.012992066331207752,5,0.0063570900820195675,-0.002350161550566554,0.02700081281363964,FAIL,True
fzT_thenU5_vic1_contr0.3_q128_predL5,true,128,5,0.3,1.0/0.04,10,0.05591712146997452,0,0.015724873170256615,5,0.005624689161777496,0.0018928685458377004,0.027324965223670006,FAIL,True
fzT_thenU5_vic0_contr0.3_q128_predL6,true,128,6,0.3,0/0,10,0.05973660200834274,4,0.01594049669802189,5,0.004043815191835165,0.0004169470921624452,0.025188375264406204,FAIL,True
fzT_thenU5_vic0_contr0.3_q64_predL3,true,64,3,0.3,0/0,10,0.05287540331482887,1,0.04084906354546547,6,0.003725170623511076,-0.002608870156109333,0.023190664127469063,FAIL,True
fzT_thenU5_vic1_contr0.3_q64_predL4,true,64,4,0.3,1.0/0.04,10,0.05109713599085808,1,0.04138579219579697,6,0.003173774341121316,-0.0033808136358857155,0.01187123078852892,FAIL,True
fzT_thenU5_vic1_contr0.3_q64_predL6,true,64,6,0.3,1.0/0.04,10,0.050748057663440704,4,0.019298028200864792,8,0.002893851138651371,0.002893851138651371,0.006264041643589735,FAIL,True
fzT_thenU5_vic0_contr0.3_q64_predL6,true,64,6,0.3,0/0,10,0.0534106120467186,1,0.011959511786699295,5,0.0024838242679834366,-0.0017132553039118648,0.011104224249720573,FAIL,True
fzT_thenU5_vic1_contr0.3_q64_predL5,true,64,5,0.3,1.0/0.04,10,0.0519549585878849,1,0.016421349719166756,5,0.0018040529685094953,-0.001069284393452108,0.01647481508553028,FAIL,True
fzT_thenU5_vic0_contr0.3_q64_predL5,true,64,5,0.3,0/0,10,0.05398814380168915,1,0.01925787515938282,5,0.0017235939158126712,-0.003085653530433774,0.016118401661515236,FAIL,True
